t,x_follower,v_follower,a_follower,x_leader,v_leader,a_leader,leader_length,spacing,dv
436.5,435.626515,14.40703657,-0.44648087,509.5270722,12.3177121,-0.840975076,15.9,58.00055720000004,2.089324470000001
436.6,437.0644675,14.36342599,-0.425730635,510.7543034,12.23428504,-0.827566201,15.9,57.78983590000005,2.12914095
436.70000000000005,438.4981627,14.32189044,-0.4049804,511.9732588,12.15219886,-0.814157326,15.9,57.575096099999975,2.1696915800000003
436.8,439.9278081,14.28242991,-0.384230165,513.1840727,12.07145357,-0.800748451,15.9,57.35626460000001,2.21097634
436.90000000000003,441.3536112,14.24504441,-0.36347993,514.3868791,11.99204917,-0.787339576,15.9,57.1332679,2.2529952400000006
437.0,442.7757795,14.20973393,-0.342861469,515.5818121,11.91398566,-0.773930701,15.9,56.90603259999998,2.2957482700000007
437.1,444.1945205,14.17649847,-0.323033651,516.7690058,11.83726303,-0.760521826,15.9,56.67448529999994,2.3392354399999995
437.20000000000005,445.6100417,14.14533804,-0.304787119,517.9485942,11.76188129,-0.747247599,15.9,56.43855249999999,2.3834567500000006
437.3,447.0225506,14.11617356,-0.288912517,519.1207116,11.68784044,-0.734781262,15.9,56.19816100000006,2.4283331199999996
437.40000000000003,448.4322547,14.08860972,-0.276200488,520.2854919,11.61514047,-0.72433873,15.9,55.953237200000025,2.473469249999999
437.5,449.8393615,14.06217214,-0.267441674,521.4430692,11.54370061,-0.715503814,15.9,55.703707699999974,2.5184715299999993
437.6,451.2440785,14.03638642,-0.263294945,522.5935777,11.4731169,-0.710308482,15.9,55.44949919999997,2.5632695199999986
437.70000000000005,452.6465501,14.01077818,-0.263892075,523.7371514,11.40265979,-0.709152598,15.9,55.190601300000004,2.6081183900000013
437.8,454.0466673,13.98487303,-0.269101291,524.8739245,11.332579,-0.712709403,15.9,54.92725720000002,2.6522940299999984
437.90000000000003,455.4442582,13.95819659,-0.278263722,526.0039662,11.26165535,-0.721113545,15.9,54.65970800000006,2.69654124
438.0,456.8391508,13.93027448,-0.290588726,527.1270878,11.18964892,-0.733822349,15.9,54.387937,2.74062556
438.1,458.2311731,13.90071136,-0.305285659,528.2430353,11.11607497,-0.751386654,15.9,54.1118622,2.784636390000001
438.20000000000005,459.6201531,13.86942818,-0.321563879,529.3515551,11.04044877,-0.77177449,15.9,53.83140200000006,2.8289794100000005
438.3,461.0059188,13.83642494,-0.338632741,530.4523935,10.96236638,-0.794585995,15.9,53.546474699999955,2.87405856
438.40000000000003,462.3882981,13.80170164,-0.355833378,531.5452968,10.88174701,-0.819013278,15.9,53.256998699999976,2.9199546299999994
438.5,463.7671191,13.76525827,-0.373034015,532.6300114,10.79859066,-0.844248452,15.9,52.96289229999994,2.96666761
438.6,465.1422098,13.72709483,-0.390234651,533.7062835,10.71289732,-0.869618273,15.9,52.66407370000005,3.0141975100000007
438.70000000000005,466.5133981,13.68721134,-0.407435288,534.7738594,10.624667,-0.894988095,15.9,52.360461299999976,3.0625443399999988
438.8,467.8805121,13.64560777,-0.424635924,535.8324854,10.5338997,-0.920357916,15.9,52.05197330000002,3.1117080700000006
438.90000000000003,469.2433797,13.60228415,-0.441836561,536.8819078,10.44059542,-0.945727738,15.9,51.73852810000003,3.16168873
439.0,470.601829,13.55724046,-0.459033828,537.9218729,10.34475415,-0.971097559,15.9,51.42004390000003,3.212486309999999
439.1,471.9556879,13.51047671,-0.476210875,538.9521271,10.24637591,-0.996467381,15.9,51.0964392,3.2641008000000014
439.20000000000005,473.3047844,13.4619929,-0.493347484,539.9724166,10.14546068,-1.021837202,15.9,50.76763219999996,3.316532220000001
439.3,474.6489465,13.41179104,-0.510423436,540.9824877,10.04200847,-1.046980278,15.9,50.43354119999996,3.36978257
439.40000000000003,475.9880022,13.35988125,-0.527418511,541.9820868,9.936019272,-1.070762878,15.9,50.094084600000066,3.4238619780000015
439.5,477.3217795,13.30627566,-0.544312489,542.9709601,9.827493096,-1.091824527,15.9,49.74918059999997,3.478782564000001
439.6,478.6501064,13.2509864,-0.561088523,543.9488539,9.716565986,-1.108804749,15.9,49.39874749999999,3.5344204139999995
439.70000000000005,479.9728126,13.1940256,-0.577743241,544.9155146,9.603918179,-1.120343068,15.9,49.042702000000055,3.590107420999999
439.8,481.289734,13.1354054,-0.594280014,545.8706884,9.49036596,-1.12507901,15.9,48.68095439999994,3.6450394399999997
439.90000000000003,482.6007084,13.07513793,-0.61071569,546.8141216,9.376725616,-1.121878844,15.9,48.31341320000005,3.6984123140000005
440.0,483.9055735,13.01323531,-0.62707049,547.7456694,9.263813431,-1.110515824,15.9,47.940095899999996,3.749421879
440.1,485.2041669,12.94970765,-0.643364633,548.6656223,9.15244569,-1.091216696,15.9,47.56145539999998,3.79726196
440.20000000000005,486.4963265,12.88455699,-0.659618337,549.5743796,9.04343868,-1.065115191,15.9,47.178053100000035,3.8411183100000006
440.3,487.7818899,12.81778331,-0.675851821,550.4723406,8.937608684,-1.033571783,15.9,46.790450700000044,3.8801746259999987
440.40000000000003,489.0606947,12.74938662,-0.692081936,551.3599046,8.835635942,-0.997946948,15.9,46.39920990000005,3.9137506779999995
440.5,490.3325787,12.67936692,-0.708312051,552.2374711,8.737656501,-0.959601162,15.9,46.004892399999996,3.9417104189999996
440.6,491.5973796,12.60772421,-0.724542166,553.1054393,8.643670361,-0.919894901,15.9,45.608059699999934,3.964053849000001
440.70000000000005,492.854935,12.53445849,-0.740772281,553.9642085,8.553677521,-0.879961894,15.9,45.20927350000003,3.9807809690000013
440.8,494.1050828,12.45956976,-0.757002396,554.8141781,8.467677982,-0.840028886,15.9,44.80909530000006,3.991891778000001
440.90000000000003,495.3476605,12.38305801,-0.773232511,555.6557475,8.385671744,-0.800095879,15.9,44.408086999999945,3.9973862659999995
441.0,496.5825059,12.30492325,-0.789391735,556.4893158,8.307658806,-0.760162871,15.9,44.006809899999986,3.9972644440000007
441.1,497.8094566,12.22516549,-0.805125615,557.3152826,8.23363917,-0.720229864,15.9,43.60582600000007,3.99152632
441.20000000000005,499.0283505,12.14378471,-0.820008807,558.134047,8.163612834,-0.680296856,15.9,43.20569650000002,3.980171876
441.3,500.2390251,12.06082345,-0.833615967,558.9460085,8.097579798,-0.64032031,15.9,42.80698339999996,3.963243651999999
441.40000000000003,501.4413182,11.97649439,-0.845521751,559.7515663,8.035540064,-0.600082528,15.9,42.410248100000025,3.940954326
441.5,502.6350674,11.89105273,-0.855642232,560.5511199,7.97749363,-0.559322276,15.9,42.01605249999998,3.9135591000000005
441.6,503.8201105,11.80475367,-0.862598704,561.3450684,7.92346662,-0.517778319,15.9,41.62495789999995,3.88128705
441.70000000000005,504.9963192,11.71785244,-0.867344529,562.1338113,7.873589653,-0.475189421,15.9,41.23749210000003,3.844262787
441.8,506.1637014,11.63039937,-0.869609181,562.9177479,7.828019468,-0.431294348,15.9,40.85404650000002,3.8023799019999993
441.90000000000003,507.3222988,11.54326423,-0.869747112,563.6972775,7.786912807,-0.385875404,15.9,40.474978700000044,3.756351423
442.0,508.4721534,11.45608767,-0.868183667,564.4728203,7.750426411,-0.338889049,15.9,40.10066689999994,3.705661259
442.1,509.613307,11.36928722,-0.865002772,565.2448802,7.718717021,-0.290378823,15.9,39.73157319999999,3.6505701990000006
442.20000000000005,510.7458015,11.28290541,-0.861654025,566.0139819,7.691941378,-0.240562421,15.9,39.36818039999995,3.5909640319999996
442.3,511.8696788,11.19694224,-0.857538515,566.7806501,7.670256223,-0.189701079,15.9,39.01097130000003,3.5266860170000003
442.40000000000003,512.9849807,11.1113977,-0.853352115,567.5454095,7.653792174,-0.138056032,15.9,38.660428799999956,3.457605525999999
442.5,514.091749,11.02627181,-0.849165715,568.3087849,7.642575354,-0.085888514,15.9,38.31703589999993,3.383696456000001
442.6,515.1900257,10.94156456,-0.844979316,569.071301,7.636605764,-0.033459761,15.9,37.98127529999997,3.304958796
442.70000000000005,516.2798526,10.85727595,-0.840792916,569.8334825,7.635883402,0.01901253,15.9,37.65362989999992,3.221392548
442.8,517.3612716,10.77340598,-0.836606516,570.5958541,7.64040827,0.071484822,15.9,37.33458249999999,3.1329977099999997
442.90000000000003,518.4343245,10.68995465,-0.832420116,571.3589405,7.650180366,0.123957114,15.9,37.024616000000016,3.039774284000001
443.0,519.4990532,10.60692195,-0.828212057,572.1232665,7.665199692,0.176429406,15.9,36.72421329999995,2.9417222580000004
443.1,520.5554996,10.5243079,-0.823874043,572.8893568,7.685466248,0.228901698,15.9,36.43385720000001,2.838841652
443.20000000000005,521.6037055,10.44211249,-0.819276122,573.6577362,7.710980032,0.28137399,15.9,36.1540307,2.7311324579999994
443.3,522.6437127,10.36034871,-0.814288337,574.4289292,7.741741046,0.333776402,15.9,35.885216499999935,2.6186076640000007
443.40000000000003,523.6755633,10.27908155,-0.808780735,575.2034608,7.777749288,0.385759535,15.9,35.627897499999996,2.501332262000001
443.5,524.6992989,10.19838897,-0.802623363,575.9818555,7.81900476,0.436904111,15.9,35.38255660000002,2.3793842099999996
443.6,525.7149616,10.11834895,-0.795707923,576.7646381,7.865465534,0.486790851,15.9,35.14967649999992,2.2528834159999995
443.70000000000005,526.7226035,10.03903946,-0.788012759,577.5523333,7.916921969,0.535000476,15.9,34.9297298,2.122117491
443.8,527.7223184,9.960538473,-0.779559527,578.345466,7.973122499,0.581113708,15.9,34.72314760000004,1.9874159740000001
443.90000000000003,528.7142107,9.882923961,-0.770456525,579.1445606,8.033815556,0.624781148,15.9,34.53034990000001,1.849108404999999
444.0,529.6983846,9.806273896,-0.760833705,579.9501086,8.098749574,0.665932916,15.9,34.35172399999997,1.7075243220000011
444.1,530.6749443,9.730653256,-0.750821023,580.7624668,8.167672985,0.704638891,15.9,34.18752249999998,1.5629802710000007
444.20000000000005,531.6439941,9.656075037,-0.740548432,581.5819588,8.240334222,0.741248473,15.9,34.03796470000007,1.4157408150000013
444.3,532.6056381,9.582539238,-0.730145887,582.4089079,8.316481718,0.77618094,15.9,33.90326980000007,1.2660575200000004
444.40000000000003,533.5599807,9.51004586,-0.719721683,583.2436378,8.395905833,0.809855571,15.9,33.783657100000006,1.1141400269999995
444.5,534.5071261,9.438594901,-0.709297479,584.0864717,8.47856464,0.842691645,15.9,33.6793455999999,0.960030261
444.6,535.4471785,9.368186364,-0.698873275,584.9377333,8.564458138,0.87510844,15.9,33.59055480000004,0.8037282259999987
444.70000000000005,536.3802421,9.298820246,-0.688449071,585.797746,8.653586328,0.907455355,15.9,33.51750389999993,0.6452339180000006
444.8,537.3064213,9.230496549,-0.678024867,586.6668333,8.745949209,0.939802271,15.9,33.460412,0.4845473399999989
444.90000000000003,538.2258202,9.163215273,-0.667600663,587.5453185,8.841546782,0.972149186,15.9,33.419498299999965,0.3216684910000005
445.0,539.1385431,9.096976417,-0.657176459,588.4335253,8.940379046,1.004496101,15.9,33.39498220000005,0.15659737100000015
445.1,540.0446943,9.031779981,-0.646679265,589.331777,9.042446002,1.036843017,15.9,33.38708270000004,-0.01066602100000047
445.20000000000005,540.9443779,8.967625966,-0.635744129,590.2403971,9.14774765,1.069189932,15.9,33.39601920000005,-0.1801216839999995
445.3,541.8376983,8.904514371,-0.623933109,591.1597092,9.256283989,1.101536847,15.9,33.4220108999999,-0.3517696180000005
445.40000000000003,542.7247596,8.84248899,-0.610808264,592.0900366,9.368055019,1.133651584,15.9,33.46527699999999,-0.5255660290000002
445.5,543.6056661,8.781768796,-0.595931652,593.0317028,9.483060741,1.164373248,15.9,33.52603669999994,-0.7012919449999995
445.6,544.4805221,8.722616551,-0.578865331,593.9850314,9.601301155,1.192308767,15.9,33.6045093,-0.878684604
445.70000000000005,545.3494317,8.665295023,-0.55924435,594.9503457,9.722636953,1.216065069,15.9,33.70091399999999,-1.0573419299999998
445.8,546.2125343,8.610066975,-0.536995718,595.9279693,9.846371598,1.23424908,15.9,33.81543499999996,-1.2363046229999988
445.90000000000003,547.0701093,8.557195172,-0.512192425,596.9182256,9.971669249,1.245467729,15.9,33.94811630000002,-1.4144740769999995
446.0,547.9224712,8.506942381,-0.485199424,597.921438,10.09769406,1.248560122,15.9,34.09896679999995,-1.5907516790000003
446.1,548.7699343,8.459571365,-0.456454656,598.9378187,10.22361019,1.24329408,15.9,34.267884399999936,-1.764038825
446.20000000000005,549.6128132,8.415301096,-0.426396062,599.9671338,10.34858179,1.229901782,15.9,34.45432060000005,-1.9332806940000005
446.3,550.4514222,8.374175368,-0.395461585,601.0090382,10.47177303,1.209544121,15.9,34.65761599999994,-2.097597662
446.40000000000003,551.286076,8.336194181,-0.364089166,602.0631866,10.59234805,1.18361417,15.9,34.877110600000016,-2.2561538690000003
446.5,552.1170888,8.301357535,-0.332643756,603.1292339,10.70961032,1.153505002,15.9,35.1121451,-2.408252785
446.6,552.9447752,8.26966543,-0.301198347,604.2068347,10.82342053,1.120609688,15.9,35.362059499999965,-2.5537551
446.70000000000005,553.7694496,8.241117866,-0.269752937,605.295644,10.93377869,1.086321302,15.9,35.62619440000001,-2.6926608240000007
446.8,554.5914265,8.215714842,-0.238307528,606.3953165,11.04068479,1.051800738,15.9,35.903890000000025,-2.8249699479999997
446.90000000000003,555.4110203,8.19345636,-0.206862119,607.505507,11.14413884,1.017280173,15.9,36.19448669999995,-2.9506824799999993
447.0,556.2285455,8.174342419,-0.175416709,608.6258703,11.24414083,0.982759609,15.9,36.49732479999998,-3.069798410999999
447.1,557.0443165,8.158373018,-0.143899169,609.7560612,11.34069076,0.948239044,15.9,36.81174469999994,-3.1823177419999986
447.20000000000005,557.8586479,8.145548159,-0.111948844,610.8957345,11.43378864,0.913718479,15.9,37.137086599999954,-3.288240480999999
447.3,558.6718539,8.13586784,-0.07913295,612.0445449,11.52343446,0.879197915,15.9,37.47269100000003,-3.387566620000001
447.40000000000003,559.4842491,8.129375341,-0.045018702,613.2021474,11.60962822,0.844680389,15.9,37.81789829999989,-3.480252879
447.5,560.296148,8.126287053,-0.009173314,614.3681966,11.69236993,0.810181098,15.9,38.17204860000002,-3.5660828769999995
447.6,561.107865,8.126862649,0.028835996,615.5423474,11.77165958,0.775718275,15.9,38.534482400000094,-3.644796931
447.70000000000005,561.9197146,8.131361797,0.069369885,616.7242545,11.84749899,0.741310156,15.9,38.90453990000001,-3.716137193
447.8,562.7320458,8.14004417,0.112500482,617.9135729,11.9198973,0.706974974,15.9,39.28152709999993,-3.779853130000001
447.90000000000003,563.5453462,8.153169438,0.158155656,619.1099571,11.98886542,0.672730964,15.9,39.664610899999936,-3.835695981999999
448.0,564.360138,8.170997272,0.205974754,620.3130621,12.05441431,0.63859332,15.9,40.05292410000002,-3.883417038000001
448.1,565.1769433,8.193787342,0.25552499,621.5225441,12.11655491,0.604565083,15.9,40.44560080000006,-3.9227675679999994
448.20000000000005,565.9962845,8.221756042,0.306373581,622.7380652,12.17529815,0.570643213,15.9,40.84178070000005,-3.953542107999999
448.3,566.8186836,8.254946649,0.358087741,623.9592889,12.23065499,0.536812514,15.9,41.24060530000006,-3.975708340999999
448.40000000000003,567.6446629,8.293359164,0.410234686,625.1858788,12.28263635,0.503054753,15.9,41.6412159,-3.9892771860000007
448.5,568.4747445,8.336993587,0.462453762,626.4174985,12.33125135,0.469351695,15.9,42.042753999999924,-3.9942577630000002
448.6,569.3094506,8.385849917,0.514672838,627.6538114,12.37650182,0.435685105,15.9,42.444360800000005,-3.990651903
448.70000000000005,570.1493035,8.439928154,0.566891914,628.8944811,12.41838776,0.40203675,15.9,42.845177600000035,-3.9784596059999995
448.8,570.9948253,8.499228299,0.619110989,630.1391712,12.45690917,0.368391434,15.9,43.24434589999996,-3.957680870999999
448.90000000000003,571.8465382,8.563750352,0.671330065,631.3875452,12.49206605,0.334746118,15.9,43.641006999999924,-3.9283156980000005
449.0,572.7049644,8.633494312,0.723549141,632.6392667,12.5238584,0.301100802,15.9,44.034302300000014,-3.890364088
449.1,573.5706261,8.70846018,0.775615108,633.8939991,12.55228621,0.267455486,15.9,44.42337299999995,-3.8438260300000007
449.20000000000005,574.4440455,8.788647956,0.82676242,635.1514062,12.57734949,0.23381017,15.9,44.80736069999998,-3.7887015339999994
449.3,575.3257448,8.874057639,0.876072422,636.4111513,12.59904824,0.200164854,15.9,45.18540649999998,-3.724990601
449.40000000000003,576.2162461,8.964597364,0.922626461,637.6728981,12.61738246,0.167223521,15.9,45.556651999999964,-3.6527850960000006
449.5,577.1160716,9.059807804,0.965505882,638.9363101,12.63235215,0.144089327,15.9,45.92023849999996,-3.572544345999999
449.6,578.0257437,9.159137766,1.003792029,640.2010508,12.64395731,0.118236451,15.9,46.27530709999994,-3.4848195439999987
449.70000000000005,578.9457843,9.262036057,1.036719357,641.4667838,12.65262032,0.110638511,15.9,46.62099950000002,-3.390584263000001
449.8,579.8766423,9.367951485,1.064134758,642.7331726,12.66380309,0.119936166,15.9,46.95653030000003,-3.2958516049999993
449.90000000000003,580.8184724,9.476332856,1.08619134,643.9998809,12.66999011,0.150353316,15.9,47.281408499999976,-3.1936572539999997
450.0,581.7713557,9.586628978,1.103654649,645.266572,12.68376557,0.205409876,15.9,47.59521630000004,-3.097136592
450.1,582.7353736,9.698288659,1.117443339,646.5332476,12.70431385,0.280226589,15.9,47.89787399999998,-3.006025191000001
450.20000000000005,583.7106073,9.81085257,1.128476066,647.8012606,12.7341693,0.390849192,15.9,48.19065329999999,-2.92331673
450.3,584.6971379,9.924228846,1.137671483,649.0723022,12.77586625,0.517008049,15.9,48.47516429999994,-2.851637404
450.40000000000003,585.6950468,10.03841749,1.145948246,650.3480632,12.83193904,0.660062502,15.9,48.75301639999996,-2.7935215499999995
450.5,586.7044152,10.1534185,1.154071899,651.6302349,12.90449963,0.815788651,15.9,49.025819700000035,-2.7510811299999993
450.6,587.7253244,10.26923187,1.162195553,652.9205081,12.9939704,0.979962597,15.9,49.29518370000003,-2.7247385299999998
450.70000000000005,588.7578554,10.38585761,1.170319206,654.2205739,13.10035135,1.148360443,15.9,49.56271849999994,-2.71449374
450.8,589.8020897,10.50329571,1.17844286,655.5321233,13.22364249,1.317462272,15.9,49.83003359999996,-2.72034678
450.90000000000003,590.8581084,10.62154618,1.186566513,656.8568473,13.36384381,1.486564101,15.9,50.098738900000036,-2.7422976300000013
451.0,591.9259928,10.74060901,1.194690167,658.1964369,13.52095531,1.65566593,15.9,50.370444099999965,-2.7803462999999997
451.1,593.005824,10.86048421,1.20281382,659.5525832,13.69497699,1.824767758,15.9,50.6467592,-2.8344927800000015
451.20000000000005,594.0976834,10.98117178,1.208398832,660.9269772,13.88590886,1.993869587,15.9,50.92929379999996,-2.9047370800000003
451.3,595.2016522,11.10267171,1.2149993,662.3213099,14.09375091,2.162971416,15.9,51.21965769999995,-2.9910792000000015
451.40000000000003,596.3178116,11.224984,1.215978118,663.7372723,14.31850314,2.33044847,15.9,51.51946069999995,-3.0935191400000015
451.5,597.4462428,11.34648393,1.208744494,665.1765555,14.56016556,2.488176875,15.9,51.8303126999999,-3.21368163
451.6,598.5870271,11.47001477,1.191549391,666.6408503,14.81873816,2.624743279,15.9,52.15382320000001,-3.34872339
451.70000000000005,599.7402458,11.59007108,1.161902442,668.131848,15.09324607,2.735393143,15.9,52.49160219999997,-3.5031749899999998
451.8,600.90598,11.70641847,1.120021161,669.6512394,15.37881498,2.805383709,15.9,52.84525940000001,-3.6723965100000004
